frame,track_id,x1,y1,x2,y2
16,3,992,186,1028,251
16,4,501,414,559,487
16,5,271,265,316,344
16,6,1134,352,1184,443
16,7,890,87,914,130
16,8,1071,127,1097,183
16,9,551,157,582,218
16,10,867,197,904,269
16,11,1268,260,1306,335
16,12,1319,179,1339,223
16,13,587,408,635,505
16,14,737,98,763,150
16,15,754,52,780,95
16,16,817,225,846,298
16,17,525,440,568,515
17,1,908,439,972,530
17,2,624,161,659,228
17,3,1002,188,1038,252
17,4,509,414,565,487
17,5,277,263,323,346
17,6,1143,353,1193,445
17,7,901,87,924,130
17,8,1082,128,1108,183
17,9,562,158,592,218
17,10,877,199,914,270
17,11,1277,261,1314,334
17,12,1324,181,1343,224
17,13,589,407,636,506
17,14,749,99,774,151
17,15,765,53,791,96
17,16,827,225,856,298
17,17,527,440,570,515
18,1,909,437,971,526
18,2,635,162,670,228
18,3,1013,190,1048,252
18,4,516,414,572,486
18,5,286,263,331,347
18,6,1145,353,1195,445
18,7,912,87,936,131
18,8,1092,130,1119,185
18,9,572,158,601,219
18,10,885,201,921,271
18,11,1285,261,1322,334
18,12,1328,183,1347,224
18,13,593,407,638,503
18,14,759,100,785,151
18,15,776,53,801,96
18,16,838,225,867,299
18,17,529,441,572,515
18,26,908,438,948,522
18,27,520,441,564,509
19,1,913,437,975,526
19,2,645,162,679,229
19,3,1022,191,1057,253
19,4,533,416,588,488
19,5,292,263,337,348
19,6,1148,353,1198,448
19,7,923,87,947,132
19,8,1103,133,1131,187
19,9,583,158,611,220
19,10,892,201,927,271
19,11,1293,261,1329,333
19,12,1333,185,1352,225
19,13,597,407,640,502
19,14,770,100,795,152
19,15,788,54,812,96
19,16,848,226,877,301
19,17,532,441,574,514
19,26,910,437,953,527
19,27,527,448,569,511
19,29,909,451,945,527
20,1,915,437,976,526
20,2,656,162,689,230
20,3,1028,192,1063,254
20,4,541,417,598,491
20,5,297,265,343,348
20,6,1153,352,1204,448
20,7,934,87,958,134
20,8,1114,136,1143,188
20,9,593,159,621,221
20,10,898,202,932,271
20,11,1302,262,1337,332
20,12,1338,187,1356,226
20,13,601,407,644,502
20,14,780,101,806,153
20,15,797,55,821,96
20,16,857,226,886,302
20,17,510,450,549,518
20,26,912,435,957,531
20,27,531,457,567,512
20,29,909,440,951,528
21,1,914,437,974,526
21,2,665,163,698,231
21,3,1035,191,1070,255
21,4,549,417,605,491
21,5,304,267,349,349
21,6,1156,353,1207,448
21,7,944,89,968,135
21,8,1125,138,1155,190
21,9,603,159,630,222
21,10,906,202,941,274
21,11,1310,262,1345,332
21,12,1343,189,1360,227
21,13,605,407,646,502
21,14,791,101,816,154
21,15,807,55,831,98
21,16,867,227,897,303
21,17,507,453,547,523
21,26,913,434,961,535
21,27,536,466,565,512
21,29,909,429,956,528
22,1,916,437,976,526
22,2,675,163,707,232
22,3,1045,191,1079,255
22,4,553,416,609,491
22,5,311,268,355,350
22,6,1156,353,1208,447
22,7,954,90,978,136
22,8,1135,139,1166,191
22,9,612,160,639,222
22,10,914,202,948,274
22,11,1319,263,1353,331
22,12,1347,191,1364,228
22,13,610,406,652,505
22,14,801,101,826,155
22,15,816,55,840,98
22,16,876,229,906,304
22,17,509,455,550,521
22,26,915,432,965,539
22,27,540,476,564,513
22,29,910,418,962,529
23,1,917,435,979,527
23,2,684,163,716,232
23,3,1053,191,1088,258
23,4,558,415,612,490
23,5,317,269,359,350
23,6,1155,354,1208,448
23,7,963,91,986,137
23,8,1146,140,1177,192
23,9,619,161,647,223
23,10,921,202,956,275
23,11,1327,263,1361,331
23,12,1352,194,1368,229
23,13,616,405,660,509
23,14,811,101,835,156
23,15,825,55,849,99
23,16,886,230,916,305
23,17,513,457,555,522
23,26,916,431,969,543
23,27,544,485,562,513
23,29,910,406,968,530
24,1,916,433,978,525
24,2,692,163,723,233
24,3,1060,192,1093,258
24,4,562,413,616,488
24,5,320,269,361,350
24,6,1155,357,1209,448
24,7,970,92,993,138
24,8,1154,139,1186,193
24,9,627,162,655,224
24,10,927,203,961,276
24,11,1336,263,1369,330
24,12,1357,196,1372,229
24,13,620,404,665,509
24,14,817,101,842,156
24,15,832,55,855,99
24,16,893,231,924,306
24,17,513,458,554,522
24,26,917,429,973,547
24,27,548,494,561,514
24,29,910,395,974,530
24,32,889,232,924,305
25,1,911,431,973,522
25,2,697,163,728,233
25,3,1063,193,1097,258
25,4,564,412,617,488
25,5,320,268,361,350
25,6,1155,358,1209,449
25,7,974,92,997,138
25,8,1160,138,1192,194
25,9,633,162,661,224
25,10,930,206,962,276
25,11,1344,264,1377,329
25,12,1361,198,1377,230
25,13,621,403,667,508
25,14,822,101,847,157
25,15,836,55,859,99
25,16,900,232,931,306
25,17,515,459,557,522
25,26,919,428,977,550
25,27,552,503,559,515
25,29,910,384,980,531
25,32,895,232,929,305
26,1,905,430,966,520
26,2,699,163,731,234
26,3,1066,195,1098,256
26,4,560,412,613,488
26,5,319,267,359,351
26,6,1156,359,1202,439
26,7,977,91,1000,139
26,8,1164,138,1196,195
26,9,636,163,665,224
26,10,931,207,962,276
26,11,1352,264,1385,329
26,12,1366,200,1381,231
26,13,621,403,667,506
26,14,825,102,850,157
26,15,839,56,862,100
26,16,903,232,934,307
26,17,512,460,553,521
26,26,920,426,981,554
26,27,556,512,558,515
26,29,911,373,986,531
26,32,900,233,934,306
27,1,907,429,967,518
27,2,700,163,733,235
27,3,1065,197,1096,255
27,4,556,412,609,487
27,5,314,267,355,352
27,6,1148,360,1197,445
27,7,986,92,1009,139
27,8,1167,137,1200,195
27,9,637,163,666,224
27,10,929,208,959,274
27,11,1361,265,1393,328
27,12,1371,202,1385,232
27,13,617,404,664,506
27,14,827,103,852,158
27,15,848,56,871,101
27,16,905,233,935,307
27,17,509,459,551,521
27,26,898,430,941,521
27,27,560,522,556,516
27,29,911,361,992,532
27,32,905,233,939,306
28,1,908,428,969,517
28,2,701,164,733,235
28,3,1062,199,1093,258
28,4,555,414,607,488
28,5,309,268,350,352
28,6,1141,359,1190,448
28,7,995,92,1018,140
28,8,1169,137,1202,196
28,9,637,163,665,224
28,10,926,209,954,275
28,11,1369,265,1401,328
28,12,1376,204,1389,233
28,13,612,406,656,500
28,14,827,104,853,158
28,15,857,57,880,101
28,16,906,234,936,307
28,17,501,458,545,522
28,26,886,430,929,521
28,27,564,531,555,516
28,29,911,350,998,533
28,32,910,234,944,306
29,1,910,426,970,516
29,2,700,164,733,235
29,3,1059,200,1090,259
29,4,553,416,604,488
29,5,305,268,346,352
29,6,1129,358,1180,449
29,7,1004,93,1027,141
29,8,1172,137,1205,196
29,9,635,162,663,223
29,10,922,209,950,275
29,11,1378,265,1409,327
29,12,1380,206,1393,234
29,13,602,409,645,501
29,14,827,105,852,158
29,15,866,57,889,102
29,16,906,233,936,306
29,17,492,454,540,522
29,26,877,429,922,520
29,27,568,540,553,517
29,29,911,339,1004,533
29,32,915,234,948,306
29,36,973,93,990,140
29,37,836,61,852,101
30,1,911,425,971,514
30,2,699,164,731,234
30,3,1056,199,1086,260
30,4,551,416,602,487
30,5,301,270,341,353
30,6,1117,359,1168,450
30,7,1014,93,1036,141
30,8,1173,137,1206,197
30,9,633,162,660,223
30,10,919,208,946,275
30,11,1386,266,1416,326
30,12,1385,208,1397,234
30,13,594,411,639,504
30,14,826,106,851,158
30,15,875,57,898,102
30,16,906,232,937,306
30,17,484,450,536,524
30,26,864,428,908,512
30,27,572,549,551,517
30,29,912,328,1010,534
30,32,919,235,953,306
30,36,972,94,989,140
30,37,833,60,850,102
31,1,913,424,973,513
31,2,697,163,728,233
31,3,1052,197,1083,260
31,4,548,415,600,487
31,5,297,270,336,354
31,6,1107,360,1157,448
31,7,1023,93,1046,142
31,8,1173,138,1206,198
31,9,631,162,657,223
31,10,915,209,942,275
31,11,1394,266,1424,326
31,12,1390,210,1401,235
31,13,591,413,635,503
31,14,824,106,849,158
31,15,884,58,907,103
31,16,906,233,937,306
31,17,478,447,534,525
31,26,860,427,904,512
31,27,576,558,550,518
31,29,912,316,1015,535
31,32,924,236,958,307
31,36,971,94,987,140
31,37,830,57,848,102
32,1,914,423,974,512
32,2,695,163,725,232
32,3,1049,198,1078,261
32,4,545,412,599,488
32,5,293,270,331,353
32,6,1097,363,1147,448
32,7,1032,94,1055,143
32,8,1173,139,1205,198
32,9,628,162,653,224
32,10,917,209,944,275
32,11,1403,267,1432,325
32,12,1395,213,1406,236
32,13,590,413,634,503
32,14,822,104,847,157
32,15,893,58,916,103
32,16,905,232,937,307
32,17,475,444,532,526
32,26,856,426,900,511
32,27,580,568,548,519
32,29,912,305,1021,535
32,32,929,236,963,307
32,36,969,95,985,141
32,37,826,57,845,102
33,1,916,421,976,510
33,2,692,163,721,232
33,3,1044,197,1074,262
33,4,546,408,604,492
33,5,288,270,325,353
33,6,1090,364,1140,448
33,7,1041,94,1064,143
33,8,1172,140,1204,198
33,9,624,162,649,224
33,10,919,210,946,275
33,11,1411,267,1440,324
33,12,1399,215,1410,237
33,13,589,414,633,502
33,14,820,104,845,157
33,15,901,58,925,104
33,16,903,232,935,307
33,17,471,441,528,526
33,26,852,425,896,510
33,27,584,577,547,519
33,29,913,294,1027,536
33,32,934,237,967,307
33,36,967,95,983,140
33,37,823,56,842,102
33,41,820,425,861,493
34,1,917,420,977,509
34,2,689,163,716,232
34,3,1040,197,1070,263
34,4,544,405,607,498
34,5,282,270,319,356
34,6,1085,364,1135,447
34,7,1050,95,1073,144
34,8,1171,141,1203,198
34,9,621,162,645,224
34,10,921,210,948,275
34,11,1420,267,1448,324
34,13,571,424,610,505
34,14,818,104,842,157
34,15,910,59,934,105
34,16,903,233,935,307
34,17,466,438,523,525
34,26,813,423,863,518
34,27,588,586,545,520
34,29,913,283,1033,537
34,32,939,237,972,307
34,36,964,96,980,141
34,37,820,56,839,102
34,41,819,423,857,485
34,43,887,209,925,272
35,1,918,419,978,508
35,2,685,163,712,232
35,3,1037,198,1067,264
35,4,538,406,603,503
35,5,277,270,314,356
35,6,1082,363,1131,447
35,7,1059,95,1082,145
35,8,1170,141,1202,198
35,9,617,162,643,225
35,10,923,211,949,275
35,11,1428,268,1456,323
35,13,569,410,611,498
35,14,815,102,840,157
35,15,919,59,943,105
35,16,903,233,935,307
35,17,460,435,518,525
35,26,798,420,847,519
35,27,593,595,544,520
35,29,913,271,1039,537
35,32,944,238,977,307
35,36,962,95,979,141
35,37,817,56,836,102
35,41,819,422,852,477
35,43,879,210,922,282
36,1,920,417,980,506
36,2,682,163,709,233
36,3,1033,199,1063,264
36,4,530,407,595,504
36,5,270,272,306,357
36,6,1078,361,1128,449
36,7,1068,95,1091,145
36,8,1170,141,1202,198
36,9,615,163,641,225
36,10,925,211,951,276
36,11,1436,268,1464,323
36,13,572,405,611,491
36,14,812,102,837,157
36,15,928,59,952,106
36,16,903,233,935,307
36,17,456,432,514,525
36,26,787,417,835,515
36,27,597,604,542,521
36,29,913,260,1045,538
36,32,949,238,982,307
36,36,961,95,978,141
36,37,815,57,835,102
36,41,818,420,847,470
36,43,875,211,918,284
37,1,921,416,981,505
37,2,680,163,707,233
37,3,1031,200,1059,264
37,4,524,408,589,505
37,5,262,273,300,357
37,6,1079,359,1121,433
37,7,1077,96,1101,146
37,8,1170,141,1203,198
37,9,614,163,640,225
37,10,926,212,953,276
37,11,1445,268,1472,322
37,13,574,404,611,486
37,14,810,102,835,158
37,15,937,60,961,106
37,16,903,233,935,308
37,17,453,430,512,525
37,26,776,415,823,511
37,27,601,614,541,521
37,29,914,249,1051,538
37,32,954,239,986,308
37,36,959,94,977,141
37,37,813,57,834,103
37,41,817,419,843,462
37,43,871,210,913,283
38,1,923,415,983,503
38,2,678,163,705,233
38,3,1028,201,1057,264
38,4,521,407,586,504
38,5,256,274,294,357
38,6,1078,357,1116,426
38,7,1086,96,1110,147
38,8,1171,140,1204,198
38,9,612,164,638,225
38,10,928,212,955,276
38,11,1453,269,1480,321
38,13,578,406,613,485
38,14,808,103,833,158
38,15,946,60,970,107
38,16,902,233,934,308
38,17,450,428,510,527
38,26,764,414,810,509
38,27,605,623,539,522
38,29,914,238,1057,539
38,32,959,239,991,308
38,36,958,94,976,142
38,37,811,56,832,103
38,41,817,418,838,454
38,43,868,210,909,282
39,1,924,414,984,502
39,2,676,164,704,233
39,3,1026,201,1055,264
39,4,518,407,584,505
39,5,251,276,290,357
39,6,1074,357,1111,424
39,7,1095,97,1119,147
39,8,1172,140,1204,198
39,9,610,164,637,226
39,10,930,213,956,276
39,11,1462,269,1488,321
39,13,581,407,616,485
39,14,806,103,831,159
39,15,955,60,979,107
39,16,902,233,934,309
39,17,446,427,508,530
39,26,754,413,800,508
39,27,609,632,537,522
39,29,914,226,1063,540
39,32,964,240,996,308
39,36,957,94,975,142
39,37,808,57,829,103
39,41,757,416,794,476
39,43,865,210,904,282
40,1,926,412,985,501
40,2,674,164,703,233
40,3,1024,200,1053,265
40,4,515,406,580,505
40,5,248,276,288,358
40,6,1065,357,1105,429
40,7,1104,97,1128,148
40,8,1173,139,1205,199
40,9,608,164,635,226
40,10,932,213,958,276
40,11,1470,270,1496,320
40,13,584,409,618,486
40,14,805,104,830,159
40,15,964,61,988,108
40,16,902,233,935,309
40,17,444,427,506,533
40,26,739,415,779,496
40,27,613,641,536,523
40,29,914,215,1068,540
40,32,969,240,1001,308
40,36,956,94,974,143
40,37,806,57,826,102
40,41,746,416,783,479
40,43,860,210,900,283
40,47,1055,374,1096,449
41,1,927,411,987,499
41,2,673,165,702,234
41,3,1022,200,1051,266
41,4,511,403,575,504
41,5,246,276,286,358
41,6,1062,358,1102,430
41,7,1113,97,1137,149
41,8,1174,139,1206,199
41,9,605,165,632,227
41,10,934,214,960,277
41,11,1479,270,1503,320
41,13,586,410,621,487
41,14,804,104,829,159
41,15,972,61,997,108
41,16,902,233,935,309
41,17,442,428,503,533
41,26,723,417,765,499
41,27,617,650,534,524
41,29,915,204,1074,541
41,32,974,241,1005,308
41,36,955,94,973,143
41,37,804,56,824,102
41,41,737,417,773,479
41,43,856,211,895,284
41,47,1046,393,1076,448
41,48,728,455,754,507
42,1,1036,387,1078,451
42,2,671,165,701,234
42,3,1019,201,1048,267
42,4,507,401,570,503
42,5,244,275,285,359
42,6,1058,360,1097,431
42,7,1122,98,1146,149
42,8,1175,139,1206,199
42,9,604,164,630,227
42,10,936,214,962,277
42,11,1487,270,1511,319
42,13,589,410,627,488
42,14,803,105,828,160
42,15,981,61,1006,109
42,16,903,234,936,309
42,17,439,429,499,534
42,26,709,420,754,505
42,27,621,660,533,524
42,29,915,193,1080,542
42,32,979,241,1010,308
42,36,953,95,972,144
42,37,803,56,822,100
42,41,728,416,762,477
42,43,851,212,890,286
42,47,1041,398,1069,449
42,48,723,456,748,506
42,50,856,213,887,284
42,51,1255,281,1274,367
43,1,1035,369,1089,451
43,2,669,166,699,234
43,3,1016,202,1045,268
43,4,502,398,563,502
43,5,242,275,284,358
43,6,1054,361,1092,431
43,7,1131,98,1156,150
43,8,1175,141,1206,199
43,9,603,164,628,227
43,10,938,215,963,277
43,11,1495,271,1519,318
43,13,590,408,628,487
43,14,802,105,828,160
43,15,990,62,1015,109
43,16,903,234,936,310
43,17,436,430,495,535
43,26,701,423,746,509
43,27,625,669,531,525
43,29,915,181,1086,542
43,32,983,242,1015,309
43,36,952,95,970,144
43,37,802,56,820,99
43,41,718,415,752,474
43,43,849,214,886,286
43,47,1035,407,1059,451
43,48,717,458,741,505
43,50,854,214,885,285
43,51,1249,281,1270,368
44,1,1045,366,1091,438
44,2,666,166,697,235
44,3,1014,204,1042,269
44,4,496,397,556,502
44,5,240,274,282,358
44,6,1049,361,1087,430
44,7,1140,99,1165,151
44,8,1175,143,1205,201
44,9,601,165,626,228
44,10,940,215,965,277
44,11,1504,271,1527,318
44,13,593,407,632,486
44,14,801,106,827,161
44,15,999,62,1024,110
44,16,903,234,936,311
44,17,432,430,492,536
44,26,698,437,739,511
44,27,629,678,530,525
44,29,915,170,1092,543
44,32,988,242,1020,309
44,36,950,96,969,145
44,37,801,58,818,100
44,41,709,414,742,472
44,43,845,216,881,286
44,47,1030,417,1050,452
44,48,697,457,724,510
44,50,851,215,882,286
44,51,1242,282,1264,368
45,1,1050,366,1089,431
45,2,665,166,694,235
45,3,1010,205,1038,270
45,4,490,396,548,501
45,5,238,274,279,359
45,6,1036,367,1080,446
45,7,1149,99,1174,151
45,8,1175,145,1205,201
45,9,598,165,623,229
45,10,942,216,967,278
45,13,597,405,637,485
45,14,800,107,824,161
45,15,1008,62,1033,110
45,16,903,235,936,311
45,17,429,429,490,536
45,26,688,428,735,511
45,27,633,687,528,526
45,29,916,159,1098,543
45,32,993,243,1024,309
45,36,949,98,968,146
45,37,799,58,816,101
45,41,699,413,732,469
45,43,841,217,875,287
45,47,1025,426,1040,453
45,48,688,458,715,511
45,50,849,216,880,287
45,51,1236,282,1260,369
46,1,1056,362,1095,426
46,2,662,166,690,236
46,3,1006,205,1035,270
46,4,484,396,540,501
46,5,234,273,274,358
46,6,1035,367,1078,447
46,7,1158,99,1183,152
46,8,1175,147,1204,202
46,9,595,166,620,229
46,10,943,217,969,278
46,13,607,403,649,484
46,14,798,107,823,161
46,15,1017,63,1042,111
46,16,903,235,936,311
46,17,426,429,486,537
46,26,678,423,729,509
46,27,637,696,527,526
46,29,916,148,1104,544
46,32,998,243,1029,309
46,36,947,98,966,146
46,37,796,58,814,101
46,41,690,412,721,467
46,43,835,218,868,287
46,47,1020,435,1030,454
46,48,679,459,706,511
46,50,846,217,877,288
46,51,1230,284,1255,371
46,52,1019,372,1078,455
47,1,1063,358,1100,420
47,2,658,166,686,236
47,3,1003,205,1030,270
47,4,477,396,530,499
47,5,231,272,269,358
47,6,1030,368,1073,448
47,7,1167,100,1192,153
47,8,1174,148,1203,203
47,9,591,166,616,229
47,10,945,217,971,278
47,13,610,402,653,484
47,14,798,107,820,155
47,15,1026,63,1051,111
47,16,903,236,936,311
47,17,426,453,474,538
47,26,669,419,721,506
47,27,641,705,525,527
47,29,916,136,1110,545
47,32,1003,244,1034,309
47,36,945,98,964,146
47,37,792,58,810,101
47,41,680,411,711,465
47,43,829,218,861,287
47,47,1014,444,1021,455
47,48,671,460,697,512
47,50,830,217,860,287
47,51,1226,286,1251,372
47,52,1017,367,1077,452
48,1,1069,355,1106,415
48,2,654,167,681,236
48,3,998,206,1025,271
48,4,468,397,520,500
48,5,227,272,264,357
48,6,1025,369,1068,449
48,7,1176,100,1201,153
48,8,1172,149,1203,203
48,9,586,167,612,230
48,10,947,218,972,278
48,13,610,399,655,485
48,14,795,107,818,159
48,15,1035,63,1060,112
48,16,903,236,936,311
48,17,423,461,468,540
48,26,663,415,714,500
48,27,646,715,523,528
48,29,916,125,1116,545
48,32,1008,245,1039,309
48,36,943,98,961,146
48,37,788,59,806,103
48,41,671,410,701,462
48,43,824,219,857,290
48,47,1009,453,1011,457
48,48,662,461,688,512
48,50,823,217,854,287
48,51,1220,287,1246,373
48,52,1013,367,1074,454
49,1,1075,351,1111,410
49,2,650,166,677,236
49,3,992,205,1020,271
49,4,462,400,513,502
49,5,222,272,258,358
49,6,1021,370,1064,450
49,7,1185,101,1211,154
49,8,1170,149,1201,204
49,9,582,167,609,230
49,10,949,218,974,278
49,13,612,397,657,482
49,14,792,107,815,161
49,15,1043,64,1069,112
49,16,902,236,935,311
49,17,419,465,463,542
49,26,653,414,705,500
49,27,650,724,522,528
49,29,917,114,1122,546
49,32,1013,245,1043,310
49,36,940,98,959,146
49,37,783,60,802,103
49,41,676,409,708,466
49,43,819,219,853,292
49,47,1004,462,1001,458
49,48,666,450,689,495
49,50,817,217,848,288
49,51,1212,288,1238,372
49,52,1009,367,1071,457
49,56,441,433,474,502
50,1,1082,347,1117,405
50,2,645,167,671,237
50,3,986,205,1014,272
50,4,457,403,505,504
50,5,216,272,251,358
50,6,1016,371,1059,451
50,7,1194,101,1220,155
50,8,1168,148,1201,204
50,9,579,167,605,230
50,10,951,219,976,279
50,13,615,395,657,476
50,14,789,108,812,162
50,15,1052,64,1078,113
50,16,901,236,934,312
50,17,414,469,458,543
50,26,644,413,696,499
50,32,1018,246,1048,310
50,36,937,98,955,147
50,37,779,60,798,104
50,41,670,407,703,468
50,43,808,219,843,292
50,47,998,471,992,459
50,48,658,444,684,494
50,50,809,219,841,291
50,51,1205,289,1233,373
50,52,1003,370,1065,459
50,56,439,434,472,505
51,1,1088,344,1122,400
51,2,638,167,665,237
51,3,980,207,1008,274
51,4,451,404,498,505
51,5,209,273,243,359
51,6,1011,372,1054,452
51,7,1203,101,1229,155
51,8,1166,148,1200,205
51,9,574,168,601,231
51,10,953,219,978,279
51,13,614,394,655,473
51,14,784,108,807,163
51,15,1061,64,1087,114
51,16,899,236,931,312
51,17,410,472,453,544
51,26,635,412,687,498
51,32,1023,246,1053,310
51,36,933,99,951,147
51,37,774,61,793,104
51,41,666,404,698,466
51,43,802,219,838,294
51,47,993,480,982,460
51,48,651,440,680,493
51,50,802,220,835,292
51,51,1196,289,1226,376
51,52,996,372,1058,462
51,56,431,440,464,510
52,1,1095,340,1128,395
52,2,632,168,659,238
52,3,974,208,1002,275
52,4,446,403,491,505
52,5,201,273,236,360
52,6,1006,373,1050,453
52,7,1213,102,1238,156
52,8,1164,147,1198,205
52,9,570,169,597,231
52,10,897,237,927,312
52,13,614,393,654,472
52,14,779,109,802,164
52,15,1070,65,1096,114
52,16,897,237,928,312
52,17,401,452,455,544
52,26,645,401,686,467
52,32,1028,247,1058,310
52,36,929,101,947,148
52,37,769,62,788,105
52,41,659,401,691,462
52,43,794,221,828,293
52,47,988,490,972,461
52,48,643,422,680,492
52,50,795,221,827,292
52,51,1186,290,1217,378
52,52,991,375,1052,465
52,56,427,443,460,513
53,1,1101,336,1133,390
53,2,626,169,653,238
53,3,969,211,996,276
53,4,439,401,485,505
53,5,194,274,229,361
53,6,1001,373,1045,454
53,7,1222,102,1247,157
53,8,1161,147,1197,205
53,9,565,169,592,232
53,10,896,239,926,314
53,13,611,392,653,475
53,14,774,110,796,165
53,15,1079,65,1104,115
53,16,894,238,925,314
53,17,395,445,453,545
53,26,638,399,678,464
53,32,1033,247,1063,310
53,36,925,103,943,150
