frame,track_id,x1,y1,x2,y2
91,9,200,184,225,251
91,10,667,268,700,342
91,13,632,345,681,425
91,14,471,128,495,185
91,16,643,262,676,336
91,17,207,463,261,573
91,26,436,366,480,436
91,36,669,129,693,179
91,37,455,73,474,117
91,41,558,378,618,460
91,43,448,258,477,338
91,48,572,377,618,461
91,50,469,265,507,349
91,51,964,338,1001,406
91,52,883,373,931,469
91,56,233,476,264,539
91,61,1130,318,1158,388
91,63,964,377,992,432
92,2,255,190,284,266
92,3,697,248,735,305
92,4,98,386,146,486
92,5,-110,307,-77,399
92,8,1018,171,1053,226
92,9,187,184,212,251
92,10,661,269,693,342
92,13,632,343,680,419
92,14,460,128,485,185
92,16,631,262,666,337
92,17,201,461,254,572
92,26,431,365,474,435
92,36,660,129,685,179
92,37,443,73,462,117
92,41,556,377,616,461
92,43,436,258,466,338
92,48,572,376,619,462
92,50,432,258,467,338
92,51,962,340,996,404
92,52,877,372,924,466
92,56,228,477,259,540
92,61,1118,319,1147,388
92,63,962,383,989,434
93,2,241,190,270,267
93,3,689,247,728,306
93,4,87,384,137,485
93,5,-118,308,-84,400
93,8,1011,171,1047,227
93,9,174,184,199,251
93,10,621,264,656,337
93,13,632,342,678,414
93,14,450,128,474,185
93,16,621,263,656,336
93,17,189,459,243,574
93,26,425,364,469,434
93,36,650,128,676,179
93,37,430,72,450,117
93,41,554,376,613,460
93,43,426,258,456,339
93,48,572,376,620,463
93,50,422,258,457,339
93,51,953,341,996,426
93,52,870,371,916,464
93,56,222,478,254,541
93,61,1106,319,1135,389
93,63,961,384,988,436
94,2,227,191,256,267
94,3,686,247,725,305
94,4,78,384,128,483
94,5,-125,309,-92,402
94,8,1003,170,1041,228
94,9,160,183,185,252
94,10,612,264,647,337
94,13,631,341,677,415
94,14,440,128,463,184
94,16,611,264,647,337
94,17,179,459,233,575
94,26,420,363,463,433
94,36,640,128,667,179
94,37,417,72,438,117
94,41,550,375,610,460
94,43,417,259,447,339
94,48,572,375,621,464
94,50,410,259,445,340
94,51,947,342,993,433
94,52,863,370,908,463
94,56,217,479,248,542
94,61,1093,320,1122,387
94,63,960,385,987,437
94,65,673,259,714,310
95,2,214,191,242,267
95,3,681,246,721,308
95,4,68,383,118,481
95,5,-133,310,-100,403
95,8,996,170,1034,228
95,9,147,183,172,252
95,10,603,265,639,337
95,13,633,340,679,415
95,14,428,128,452,184
95,16,604,265,640,337
95,17,170,460,225,575
95,26,414,362,458,432
95,36,630,128,658,180
95,37,407,72,427,117
95,41,549,375,611,461
95,43,407,259,437,340
95,48,570,380,617,465
95,50,397,260,433,341
95,51,941,342,989,436
95,52,849,369,894,462
95,56,212,480,243,543
95,61,1081,320,1111,388
95,63,959,386,987,439
95,65,666,257,709,309
96,2,200,191,229,268
96,3,675,246,717,312
96,4,60,384,110,480
96,5,-141,310,-108,404
96,8,992,172,1028,226
96,9,133,183,158,251
96,10,597,265,632,337
96,13,631,339,677,414
96,14,417,127,440,184
96,16,596,265,632,337
96,17,161,460,216,574
96,26,409,361,453,431
96,36,621,128,649,181
96,37,395,71,415,117
96,41,547,374,612,463
96,43,397,259,427,341
96,48,570,380,617,465
96,50,385,260,420,340
96,51,934,340,986,438
96,52,838,367,884,458
96,56,207,481,238,544
96,61,1069,319,1099,388
96,63,958,387,986,441
96,65,659,255,703,309
97,2,186,191,215,269
97,3,671,246,710,311
97,4,52,385,102,480
97,5,-149,311,-115,405
97,8,989,173,1023,226
97,9,120,183,144,251
97,10,589,265,624,337
97,13,628,336,676,413
97,14,404,127,428,184
97,16,589,265,625,337
97,17,154,462,208,574
97,36,613,128,640,180
97,37,382,71,402,116
97,41,547,374,611,463
97,43,387,260,418,341
97,48,568,376,616,466
97,50,371,260,407,341
97,51,930,341,982,441
97,52,832,365,878,453
97,56,201,482,233,545
97,61,1057,319,1088,388
97,63,956,388,985,442
97,65,652,253,697,309
97,66,1250,210,1272,270
98,2,172,191,201,269
98,3,661,246,702,313
98,4,48,386,97,480
98,5,-157,312,-123,406
98,8,986,172,1021,226
98,9,106,183,130,251
98,10,580,264,616,336
98,13,627,333,677,410
98,14,392,126,416,184
98,16,580,263,617,337
98,17,148,463,202,574
98,36,605,128,632,180
98,37,369,68,390,115
98,41,546,373,611,464
98,43,378,260,408,342
98,48,566,376,610,467
98,50,359,258,395,341
98,51,933,343,980,436
98,52,828,364,873,451
98,56,196,482,228,546
98,61,1045,318,1077,388
98,63,940,384,970,442
98,65,645,251,692,308
98,66,1245,208,1269,271
99,2,158,191,187,269
99,3,657,245,696,310
99,4,40,386,91,481
99,5,-165,313,-131,407
99,8,981,170,1015,225
99,9,92,182,116,251
99,10,572,264,608,336
99,13,626,332,676,408
99,14,380,126,404,184
99,16,570,262,607,337
99,17,143,463,197,576
99,36,595,128,622,181
99,37,356,68,377,113
99,41,545,373,611,464
99,43,368,261,399,343
99,48,556,376,601,468
99,50,347,258,383,340
99,51,938,344,972,410
99,52,824,363,868,449
99,56,191,483,223,547
99,61,1034,318,1063,381
99,63,937,382,968,442
99,65,638,248,686,308
99,66,1242,206,1268,272
100,2,143,191,173,269
100,3,651,244,688,307
100,4,30,384,82,483
100,5,-173,314,-139,408
100,8,973,168,1008,226
100,9,77,182,100,251
100,10,564,264,600,336
100,13,624,330,674,407
100,14,367,126,393,184
100,16,559,261,597,337
100,17,134,463,189,577
100,36,584,128,611,180
100,37,344,67,364,113
100,41,544,372,611,464
100,43,358,261,389,343
100,48,554,374,599,468
100,50,336,258,372,340
100,51,935,345,968,409
100,52,817,361,862,449
100,56,186,484,217,548
100,61,1020,319,1052,386
100,63,926,358,969,442
100,65,631,246,680,308
100,66,1239,207,1266,272
101,2,128,192,158,270
101,3,641,242,682,311
101,4,19,382,73,483
101,5,-180,315,-146,409
101,8,965,168,1002,228
101,9,63,182,86,251
101,10,556,264,592,336
101,13,627,329,676,408
101,14,354,126,380,184
101,16,548,260,587,337
101,17,123,461,177,578
101,36,573,128,601,182
101,37,331,67,352,113
101,41,543,371,611,465
101,43,349,261,379,344
101,48,550,373,595,468
101,50,326,259,362,340
101,51,933,346,965,408
101,52,808,359,854,447
101,56,181,485,212,549
101,61,1007,319,1041,388
101,63,919,349,967,443
101,65,624,244,675,307
101,66,1235,208,1262,272
101,67,1266,279,1279,335
102,2,113,192,143,271
102,3,632,242,674,313
102,4,8,380,63,481
102,5,-188,316,-154,411
102,8,958,167,996,229
102,9,48,182,71,251
102,10,548,264,584,336
102,13,627,328,676,408
102,14,340,126,366,184
102,16,537,260,577,337
102,17,111,460,166,578
102,36,563,128,591,183
102,37,319,76,336,115
102,41,543,371,611,465
102,43,339,262,370,345
102,48,544,372,590,468
102,50,316,258,351,340
102,51,930,347,961,408
102,52,798,356,844,444
102,56,175,486,207,550
102,61,995,320,1028,389
102,63,912,347,962,444
102,65,617,242,669,307
102,66,1228,209,1256,271
102,67,1262,280,1275,334
103,2,97,192,127,271
103,3,624,242,666,313
103,4,0,379,54,479
103,5,-196,317,-162,412
103,8,950,168,988,230
103,9,32,182,56,251
103,10,540,264,576,336
103,13,630,342,670,407
103,14,326,126,353,183
103,16,527,260,568,338
103,17,100,460,156,578
103,36,552,127,582,184
103,37,306,76,323,114
103,41,542,370,611,466
103,43,329,262,360,345
103,48,543,371,591,468
103,50,304,258,339,341
103,51,927,347,958,407
103,52,791,353,837,440
103,56,170,487,202,551
103,61,982,321,1016,389
103,63,905,346,957,445
103,65,610,240,664,307
103,66,1218,209,1247,271
103,67,1260,281,1274,336
104,2,82,192,113,271
104,3,616,243,660,314
104,4,-5,379,47,478
104,5,-204,318,-170,413
104,8,945,170,982,231
104,9,18,183,43,251
104,10,532,265,568,337
104,13,629,331,673,404
104,14,313,126,340,183
104,16,519,262,559,338
104,17,91,460,147,577
104,36,543,127,573,183
104,37,294,78,310,114
104,41,541,370,611,466
104,43,319,262,351,346
104,48,540,372,590,468
104,50,292,259,326,342
104,51,924,348,954,406
104,52,786,351,832,439
104,56,165,488,197,552
104,61,970,321,1003,389
104,63,904,345,957,445
104,65,603,238,658,306
104,66,1211,210,1242,273
104,67,1259,281,1273,338
105,2,67,192,98,272
105,3,609,244,653,315
105,4,-10,380,41,479
105,5,-212,318,-177,414
105,8,941,170,977,231
105,9,4,183,30,252
105,10,524,265,560,337
105,13,630,328,674,401
105,14,300,125,328,182
105,16,512,262,551,338
105,17,81,462,137,578
105,36,536,128,564,183
105,37,282,79,298,114
105,41,540,369,611,467
105,43,310,263,341,347
105,48,546,373,595,469
105,50,279,259,313,343
105,51,921,349,951,405
105,52,779,349,825,439
105,56,160,489,191,553
105,61,957,322,990,389
105,63,903,344,956,446
105,65,596,236,652,306
105,66,1204,210,1238,274
105,67,1257,282,1271,340
105,69,1232,268,1276,329
106,2,51,192,82,272
106,3,604,245,646,315
106,4,-14,381,34,481
106,5,-220,319,-185,415
106,8,935,170,969,229
106,9,-4,182,21,252
106,10,516,265,552,337
106,13,633,327,677,400
106,14,288,123,316,181
106,16,504,263,541,337
106,17,73,464,128,579
106,36,527,128,554,182
106,37,267,75,285,114
106,41,539,368,611,467
106,43,300,263,331,347
106,48,544,375,592,472
106,50,265,260,299,343
106,51,919,350,947,405
106,52,773,347,819,438
106,56,154,490,186,555
106,61,944,323,978,389
106,63,901,343,955,445
106,65,589,234,647,306
106,66,1201,211,1235,274
106,67,1255,283,1270,341
106,69,1229,267,1273,328
107,2,36,192,68,272
107,3,599,245,641,315
107,4,-22,381,26,481
107,5,-227,320,-193,416
107,8,927,169,961,229
107,9,-17,182,8,253
107,10,508,265,544,337
107,13,630,326,674,399
107,14,276,123,304,180
107,16,493,262,531,337
107,17,66,465,120,579
107,36,516,127,544,182
107,37,251,68,272,113
107,41,539,368,611,467
107,43,290,264,322,348
107,48,541,377,585,471
107,50,252,261,286,343
107,51,916,350,943,404
107,52,762,343,809,438
107,56,149,491,181,556
107,61,932,323,966,390
107,63,897,342,949,443
107,65,582,232,641,305
107,66,1200,211,1234,274
107,67,1254,284,1269,343
107,69,1227,269,1270,329
108,2,21,192,53,273
108,3,593,245,634,315
108,4,-30,381,18,481
108,5,-235,321,-201,417
108,8,919,168,953,227
108,9,-30,182,-4,253
108,10,500,265,536,337
108,13,625,325,669,396
108,14,265,122,292,180
108,16,482,261,521,337
108,17,60,465,113,581
108,36,506,127,534,182
108,37,239,67,260,113
108,41,538,367,611,468
108,43,281,264,312,348
108,48,537,377,580,472
108,50,239,261,274,344
108,51,913,351,940,403
108,52,755,340,801,432
108,56,144,492,176,557
108,61,920,323,953,386
108,63,893,341,945,442
108,65,575,229,635,305
108,66,1196,211,1230,274
108,67,1252,285,1267,345
108,69,1221,263,1268,330
109,2,8,192,40,273
109,3,585,244,627,316
109,4,-38,381,10,481
109,5,-243,322,-208,419
109,8,909,167,945,229
109,9,-43,182,-17,253
109,10,492,265,528,337
109,13,622,324,669,397
109,14,253,122,279,180
109,16,472,259,512,337
109,17,51,465,103,580
109,36,495,128,523,184
109,37,226,66,248,113
109,41,537,367,611,468
109,43,271,264,302,349
109,48,531,375,575,473
109,50,224,262,260,344
109,51,910,352,936,403
109,52,749,338,792,424
109,61,909,323,941,385
109,63,889,340,940,441
109,65,567,227,630,305
109,66,1187,211,1224,275
109,67,1251,286,1266,347
109,69,1213,260,1263,330
110,2,-3,192,27,274
110,3,577,243,619,316
110,4,-46,380,2,481
110,8,901,167,939,230
110,9,-57,182,-30,253
110,10,484,265,520,337
110,13,620,325,666,396
110,14,240,122,267,181
110,16,462,261,502,337
110,17,38,465,91,583
110,36,485,128,514,184
110,37,213,66,235,113
110,41,536,366,611,469
110,43,261,265,293,350
110,48,524,374,570,472
110,50,210,262,248,345
110,51,908,353,933,402
110,52,742,336,785,421
110,61,897,323,931,386
110,63,886,340,937,442
110,65,560,225,624,304
110,66,1179,211,1217,274
110,67,1249,286,1265,349
110,69,1205,257,1257,330
110,71,1231,203,1270,268
111,2,-17,192,13,275
111,3,571,242,613,315
111,4,-54,380,-4,481
111,8,896,168,933,231
111,9,-70,181,-43,253
111,10,476,266,512,337
111,13,622,325,666,397
111,14,227,122,254,182
111,16,453,261,494,337
111,17,27,463,81,584
111,36,476,127,505,184
111,37,201,65,223,113
111,41,535,365,611,469
111,43,251,265,283,350
111,48,519,373,567,471
111,50,197,262,235,345
111,51,905,354,929,401
111,52,737,335,779,420
111,61,886,323,919,383
111,63,885,341,935,444
111,65,553,223,619,304
111,66,1175,211,1213,274
111,67,1248,287,1263,351
111,69,1202,257,1253,329
111,71,1228,204,1268,271
112,2,-31,192,0,275
112,3,565,242,609,315
112,4,-62,380,-12,481
112,8,892,170,928,231
112,9,-83,181,-56,254
112,10,468,266,504,337
112,13,625,324,668,396
112,14,215,122,242,182
112,16,445,262,486,336
112,17,17,463,73,584
112,36,467,127,496,185
112,37,188,64,211,113
112,41,535,365,611,469
112,43,242,265,274,351
112,48,516,373,565,471
112,50,185,262,224,345
112,51,902,354,926,400
112,52,732,335,773,420
112,61,874,322,909,386
112,63,883,344,932,446
112,65,546,221,613,304
112,66,1175,211,1212,273
112,67,1246,288,1262,353
112,69,1197,256,1249,329
112,71,1224,205,1264,273
113,2,-45,192,-14,276
113,3,559,242,603,315
113,4,-70,380,-20,481
113,8,889,170,925,231
113,9,-96,181,-69,254
113,10,439,260,478,337
113,13,627,324,671,395
113,14,202,123,229,181
113,16,437,262,478,336
113,17,9,463,65,583
113,36,459,127,488,184
113,37,175,63,198,113
113,41,534,364,610,470
113,43,232,266,264,352
113,48,513,373,563,471
113,50,174,261,213,346
113,51,899,355,922,400
113,52,726,334,766,418
113,61,862,321,899,388
113,63,882,347,930,447
113,65,539,219,607,303
113,66,1174,211,1211,273
113,67,1244,289,1261,354
113,69,1195,257,1245,329
113,71,1223,206,1262,272
114,2,-59,192,-27,276
114,3,553,242,597,316
114,4,-78,379,-28,481
114,8,885,170,920,231
114,9,-109,181,-82,254
114,10,432,259,471,337
114,13,627,323,673,396
114,14,189,123,217,181
114,16,427,262,468,336
114,17,0,465,55,582
114,36,452,127,480,184
114,37,163,63,186,112
114,41,533,364,610,470
114,43,222,266,254,352
114,48,510,375,560,472
114,50,163,261,201,347
114,51,896,356,919,399
114,52,718,332,759,417
114,61,852,320,889,388
114,63,878,348,927,448
114,65,532,217,602,303
114,66,1171,211,1207,272
114,67,1243,290,1260,356
114,69,1194,255,1243,328
114,71,1219,207,1257,269
115,2,-73,192,-41,277
115,3,550,242,593,316
115,4,-85,379,-36,481
115,8,879,169,913,229
115,9,-122,181,-95,254
115,10,428,259,466,337
115,13,624,323,672,398
115,14,176,123,204,180
115,16,418,263,459,336
115,17,-5,466,48,583
115,36,444,127,471,184
115,37,150,62,174,112
115,41,532,363,610,471
115,43,212,267,245,353
115,48,510,376,558,473
115,50,153,261,191,347
115,51,894,357,915,398
115,52,717,330,750,398
115,61,842,319,880,388
115,63,871,347,923,447
115,65,525,215,596,303
115,66,1164,211,1203,275
115,67,1241,291,1258,358
115,69,1189,252,1238,328
115,71,1221,207,1254,262
116,2,-87,192,-55,277
116,3,547,242,590,316
116,4,-93,379,-43,481
116,8,871,167,906,228
116,9,-135,181,-108,254
116,10,421,257,459,337
116,13,620,320,669,398
116,14,163,122,192,180
116,16,409,263,450,336
116,17,-9,466,43,584
116,36,433,125,461,183
116,37,138,61,161,112
116,41,532,363,610,471
116,43,203,267,235,354
116,48,511,377,557,473
116,50,143,260,180,347
116,51,891,358,911,397
116,52,715,329,744,388
116,61,834,319,871,389
116,63,864,347,917,447
116,65,518,212,590,302
116,66,1160,211,1198,271
116,67,1240,292,1257,360
116,69,1181,249,1233,327
116,71,1220,205,1252,258
117,2,-101,192,-69,278
117,3,541,241,583,316
117,4,-101,379,-51,481
117,8,864,167,899,228
117,9,-148,181,-121,254
117,10,411,255,450,335
117,13,615,319,662,398
117,14,151,121,180,180
117,16,400,263,441,336
117,17,-12,465,39,586
117,36,423,124,452,184
117,37,125,60,149,112
117,41,677,329,734,405
117,43,193,267,225,354
117,48,506,375,554,473
117,50,132,260,168,347
117,51,888,358,908,397
117,52,709,327,737,383
117,61,828,318,859,374
117,63,860,349,914,447
117,65,511,210,585,302
117,66,1158,210,1197,271
117,67,1238,292,1256,362
117,69,1177,246,1227,325
117,71,1214,204,1253,270
118,2,-115,192,-83,278
118,3,533,240,575,316
118,4,-109,378,-59,481
118,8,857,166,894,228
118,9,-161,181,-134,255
118,10,402,253,442,334
118,13,611,317,658,398
118,14,139,121,168,180
118,16,391,263,432,336
118,17,-11,464,31,568
118,36,413,123,443,183
118,37,112,60,137,112
118,41,679,328,736,402
118,43,183,268,216,355
118,48,501,374,549,471
118,50,119,260,155,347
118,51,885,359,904,396
118,52,704,325,730,378
118,61,817,318,851,378
118,63,858,349,913,447
118,65,504,208,579,302
118,66,1153,211,1194,274
118,67,1237,293,1254,364
118,69,1173,245,1222,321
118,71,1209,204,1252,275
119,2,-129,192,-97,279
119,3,524,240,567,316
119,4,-117,378,-67,481
119,8,850,165,889,229
119,9,-174,181,-147,255
119,10,393,252,433,334
119,13,606,314,654,398
119,14,128,119,157,178
119,16,382,263,423,336
119,17,-18,464,23,566
119,36,404,123,434,183
119,37,100,59,124,112
119,41,678,326,735,401
119,43,174,268,206,356
119,48,498,372,547,468
119,50,107,260,143,347
119,51,883,360,901,395
119,52,698,324,723,374
119,61,805,318,842,384
119,63,858,349,913,447
119,65,497,206,574,302
119,66,1151,211,1194,280
119,67,1235,294,1253,366
119,69,1169,242,1219,320
119,71,1205,206,1248,278
120,2,-143,192,-110,279
120,3,516,240,559,316
120,4,-125,378,-75,481
120,8,848,166,885,230
120,9,-187,181,-160,255
120,10,383,251,424,333
120,13,602,311,650,397
120,14,116,118,144,177
120,16,373,263,414,336
120,17,-25,464,16,565
120,36,393,123,423,183
120,37,87,58,112,111
120,41,669,324,727,401
120,43,164,269,197,356
120,48,496,372,547,466
120,50,94,260,130,348
120,51,880,361,897,395
120,52,693,322,716,369
120,61,793,317,833,386
120,63,857,348,912,447
120,65,490,204,568,301
120,66,1149,211,1193,282
120,67,1233,295,1252,367
120,69,1166,242,1216,319
120,71,1201,206,1244,280
120,78,1257,521,1278,608
121,2,-157,192,-124,280
121,3,509,240,553,316
121,4,-133,378,-82,481
121,8,840,167,876,230
121,9,-200,181,-173,255
121,10,374,252,415,333
121,13,597,310,645,395
121,14,101,117,130,179
121,16,364,263,405,336
121,17,-32,464,8,564
121,36,383,124,413,183
121,37,75,57,100,111
121,41,659,322,718,400
121,43,154,269,187,357
121,48,494,371,544,466
121,50,80,260,117,348
121,51,877,361,894,394
121,52,687,320,709,364
121,61,783,319,824,388
121,63,851,346,907,445
121,65,483,202,562,301
121,66,1142,209,1187,283
121,67,1232,296,1250,369
121,69,1162,242,1209,318
121,71,1197,206,1238,279
121,78,1257,521,1277,607
122,2,-171,192,-138,280
122,3,506,242,547,316
122,4,-141,377,-90,481
122,8,834,167,868,229
122,9,-213,180,-186,255
122,10,364,252,405,333
122,13,592,308,640,394
122,14,87,116,115,178
122,16,355,263,396,336
122,17,-39,464,1,562
122,36,374,124,403,182
122,37,62,56,87,111
122,41,651,322,709,400
122,43,144,269,177,358
122,48,485,371,535,466
122,50,64,260,102,348
122,51,874,362,890,393
122,52,682,318,702,359
122,61,769,316,813,387
122,63,844,343,901,443
122,65,476,200,557,301
122,66,1136,209,1180,281
122,67,1230,297,1249,371
122,69,1150,242,1197,318
122,71,1190,204,1230,276
122,78,1257,520,1277,606
123,2,-185,192,-152,281
123,3,497,242,536,316
123,4,-149,377,-98,481
123,8,825,167,858,227
123,9,-226,180,-198,255
123,10,355,252,395,333
123,13,587,308,634,393
123,14,72,116,99,178
123,16,352,254,395,335
123,17,-45,464,-6,561
123,36,364,124,392,182
123,37,49,56,75,111
123,41,655,319,707,392
123,48,481,371,530,467
123,50,47,260,86,349
123,51,871,363,887,392
123,52,677,317,695,354
123,61,755,313,802,388
123,63,837,343,894,441
123,65,469,198,551,300
123,66,1140,209,1176,269
123,67,1229,297,1248,373
123,69,1140,240,1187,317
123,71,1185,204,1222,270
123,78,1257,512,1280,610
124,2,-199,193,-166,281
124,3,489,243,527,316
124,4,-157,377,-106,481
124,8,815,166,848,226
124,9,-239,180,-211,256
124,10,347,252,385,333
124,13,580,309,626,392
124,14,56,116,85,179
124,16,345,253,386,333
124,17,-52,464,-13,560
124,36,352,123,380,181
124,37,37,55,63,111
124,41,647,317,700,393
124,48,478,369,526,466
124,50,29,259,69,349
124,51,869,364,883,392
124,52,671,315,688,350
124,61,744,312,793,389
124,63,831,342,889,441
124,65,462,196,545,300
124,66,1139,208,1171,260
124,67,1227,298,1246,375
124,69,1131,240,1178,317
124,71,1177,202,1213,267
124,78,1252,508,1277,609
125,2,-214,193,-180,282
125,3,479,242,518,316
125,4,-165,377,-113,481
125,8,805,166,840,228
125,9,-253,180,-224,256
125,10,338,252,377,332
125,13,572,310,619,393
125,14,41,116,70,179
125,16,337,251,376,332
125,17,-59,464,-21,558
125,36,339,123,368,183
125,37,24,54,50,111
125,41,639,317,692,395
125,48,472,368,520,465
125,50,13,259,53,349
125,51,866,365,880,391
125,52,666,313,681,345
125,61,734,311,784,388
125,63,825,343,884,441
125,66,1137,210,1165,256
125,67,1226,299,1245,377
125,69,1123,239,1170,315
125,71,1167,202,1209,275
125,78,1248,506,1273,608
126,2,-228,193,-194,282
126,3,471,242,510,317
126,4,-173,376,-121,481
126,8,797,165,834,229
126,9,-266,180,-237,256
126,10,327,249,366,332
126,13,565,309,612,392
126,14,27,117,57,179
126,16,327,249,366,332
126,17,-66,464,-28,557
126,36,329,122,359,184
126,37,11,53,38,110
126,41,636,317,687,395
126,48,467,367,516,465
126,50,0,259,40,349
126,51,863,365,876,390
126,52,660,312,674,340
126,61,724,310,775,389
126,63,823,344,881,442
126,66,1135,210,1161,255
126,67,1224,300,1244,379
126,69,1117,238,1164,314
126,71,1166,203,1209,278
126,78,1244,505,1271,604
127,2,-242,193,-207,283
127,3,466,241,507,317
127,4,-180,376,-129,481
127,8,792,165,830,230
127,9,-279,180,-250,256
127,10,319,248,359,332
127,13,563,307,609,390
127,14,15,117,46,179
127,16,318,248,358,332
127,17,-73,464,-36,555
127,36,322,122,352,184
127,37,0,53,26,110
127,41,633,315,683,393
127,48,464,366,515,465
127,50,-7,258,31,349
127,51,860,366,872,389
127,52,655,310,667,335
127,61,716,309,768,390
127,63,826,344,882,443
127,66,1135,210,1160,252
127,67,1222,301,1242,381
127,69,1114,239,1159,310
127,71,1166,204,1209,280
127,78,1243,504,1270,600
128,2,-256,193,-221,283
128,3,462,241,505,317
128,4,-188,376,-137,481
128,8,789,167,826,230
128,9,-292,180,-263,256
128,10,314,247,355,332
128,13,563,305,607,386
128,14,5,116,35,178
128,16,309,247,349,332
128,17,-80,464,-43,554
128,36,316,122,346,184
128,37,-13,52,13,110
128,41,627,313,680,393
128,48,467,366,520,466
128,50,-11,258,25,349
128,51,858,367,869,389
128,52,649,308,660,330
128,61,710,308,762,391
128,63,828,341,884,442
128,66,1136,210,1163,257
128,67,1221,302,1241,382
128,69,1111,238,1157,311
128,71,1164,205,1209,283
128,78,1244,504,1271,598
129,2,-270,193,-235,284
129,3,458,240,502,318
129,4,-196,376,-145,481
129,8,791,168,827,230
129,9,-305,180,-276,257
129,10,309,246,350,332
129,13,563,304,606,385
129,14,-2,116,27,178
129,16,300,247,341,331
129,17,-87,465,-51,553
129,36,310,123,339,184
129,37,-25,51,1,110
129,41,623,312,677,394
129,48,466,368,520,466
129,50,-24,258,13,349
129,51,855,368,865,388
129,52,644,307,653,326
129,61,705,309,756,392
129,63,827,339,884,442
129,66,1136,210,1169,270
129,67,1219,302,1240,384
129,69,1110,236,1158,313
129,71,1163,205,1207,283
129,78,1246,505,1274,597
130,2,-284,193,-249,284
130,3,454,241,497,318
130,4,-204,375,-152,481
130,8,790,168,825,230
130,9,-318,180,-289,257
130,10,302,247,344,331
130,13,563,303,604,384
130,14,-8,116,20,177
130,16,291,246,332,331
130,17,-94,465,-58,551
130,36,304,124,333,185
130,37,-38,50,-10,110
130,41,621,318,670,391
130,48,464,369,519,466
130,50,-36,258,1,349
130,52,650,309,679,365
130,61,699,309,751,394
130,63,825,338,882,440
130,66,1134,210,1172,280
130,67,1218,303,1239,386
130,69,1109,237,1156,313
130,71,1165,206,1207,283
130,78,1249,505,1277,597
131,2,-298,193,-263,285
131,3,452,241,495,319
131,4,-212,375,-160,481
131,8,785,167,820,228
131,9,-331,180,-302,257
131,10,296,249,337,331
131,13,559,302,600,383
131,14,-20,116,8,177
131,16,282,245,323,331
131,17,-101,465,-66,550
131,36,299,124,326,185
131,37,-51,50,-23,110
131,41,619,320,668,390
131,48,461,369,515,466
131,50,-48,258,-10,349
131,52,649,308,676,362
131,61,692,309,745,394
131,63,823,337,880,438
131,66,1131,211,1171,287
131,67,1216,304,1237,388
131,69,1106,239,1152,310
131,71,1162,204,1204,284
131,78,1249,504,1277,596
132,2,-312,193,-277,285
132,3,452,241,494,318
132,4,-220,375,-168,481
132,8,779,166,814,228
132,9,-344,180,-315,257
132,10,290,250,330,331
132,13,555,300,597,382
132,14,-31,116,-2,177
132,16,273,244,315,330
132,17,-108,465,-73,548
132,36,293,124,320,184
132,37,-63,49,-35,109
132,41,619,313,667,382
132,48,461,369,515,466
132,50,-60,258,-22,349
132,52,647,308,674,358
132,61,685,309,738,395
132,63,824,337,882,439
132,66,1130,212,1168,287
132,67,1215,305,1236,390
132,69,1101,240,1148,310
132,71,1159,204,1201,283
132,78,1248,502,1277,595
133,2,-326,193,-291,286
133,3,448,240,489,318
133,4,-228,375,-176,481
133,8,774,166,810,229
133,9,-357,180,-328,257
133,10,287,250,326,331
133,13,555,299,596,378
133,14,-43,116,-14,177
133,16,265,243,306,330
133,17,-115,465,-81,547
133,36,285,124,312,185
133,37,-76,48,-47,109
133,41,619,309,670,382
133,48,460,368,511,466
133,50,-73,258,-34,350
133,52,639,307,671,365
133,61,678,309,729,394
133,63,820,338,880,440
133,66,1130,213,1165,284
133,69,1099,242,1144,308
133,71,1157,204,1199,284
133,78,1256,531,1279,607
134,2,-340,193,-304,286
134,3,442,240,484,319
134,4,-236,374,-184,481
134,8,770,165,806,229
134,9,-370,179,-341,257
134,10,283,249,323,331
134,13,552,298,594,377
134,14,-55,115,-26,177
134,16,256,242,298,330
134,17,-122,465,-88,546
134,36,276,122,304,185
134,37,-88,47,-60,109
134,41,617,306,673,386
134,48,457,367,508,465
134,50,-85,258,-47,350
134,52,635,305,667,364
134,61,670,308,722,395
134,63,820,340,879,441
134,66,1129,213,1163,286
134,69,1094,244,1139,307
134,71,1157,205,1199,285
134,78,1255,534,1277,604
134,84,1253,500,1280,606
135,2,-354,193,-318,287
135,3,438,239,479,317
135,4,-244,374,-191,481
135,8,767,165,804,231
135,9,-383,179,-354,258
135,10,278,248,317,331
135,13,551,297,593,377
135,14,-67,115,-37,177
135,16,247,241,289,330
135,17,-128,465,-96,544
135,36,269,122,298,185
135,37,-101,46,-72,109
135,41,615,304,673,388
135,48,457,366,506,464
135,50,-97,258,-59,350
135,52,630,304,662,362
135,61,667,306,717,393
135,63,825,341,883,441
135,66,1125,213,1162,291
135,69,1088,246,1133,309
135,71,1157,207,1199,286
135,78,1255,536,1276,601
135,84,1252,500,1278,602
136,2,-368,193,-332,287
136,3,434,239,475,317
136,4,-252,374,-199,481
136,8,764,167,800,231
136,9,-396,179,-367,258
136,10,270,246,309,330
136,13,547,297,589,376
136,14,-78,115,-49,176
136,16,238,241,281,329
136,17,-135,465,-103,543
136,36,262,121,291,185
136,37,-114,46,-84,109
136,41,614,301,672,385
136,48,456,365,506,464
136,50,-109,258,-71,350
136,52,626,303,658,361
136,61,668,321,708,394
